favorite_count,source,text,is_retweet,created_at,retweet_count
0,TweetDeck,"b'The Scottish Photography Experience\n\nWe have completed our risk assessment for Coronavirus Lockdown Easing Measures, we comply with Scottish Government Guidelines + now accepting bookings for our Edinburgh Photography Tour. Book your tour here: https://t.co/RQcFWSd2kH https://t.co/HrQs128zQj'",False,Sun Mar 07 23:55:00 +0000 2021,0
3,AlwihdApp,"b'#Tchad - Covid-19 : 16 nouveaux cas, 61 gu\xc3\xa9ris, 367 malades sous traitement https://t.co/jZko9rOqH6 https://t.co/3eZg1E3mnm'",False,Sun Mar 07 20:24:17 +0000 2021,0
1,Twitter for iPhone,b'Florida better not try it https://t.co/sPlMLJbZQ3',False,Wed Mar 03 00:43:10 +0000 2021,0
0,TweetDeck,"b'ODH data did not indicate the ages of those who died.\n\nOf the 4,658 total COVID-19 cases in the county, 222 are considered active and 4,436 are recovered. https://t.co/WDU9L200cg'",False,Fri Mar 05 20:42:32 +0000 2021,0
3,Twitter for iPhone,b'CDC Launches Web Tool To Help Americans Find COVID-19 Vaccines https://t.co/dGc2k5Hj2Q #CovidVaccine #COVID19',False,Tue Mar 02 14:28:15 +0000 2021,1
2,lateclaweb,b'Argentina ya cuenta con m\xc3\xa1s de 4 millones de dosis contra el Covid-19 https://t.co/r85f9NWMrZ',False,Mon Mar 01 22:55:01 +0000 2021,1
3,Twitter Web App,"b'stay at home until a negative test result is received.\n\nYOUR HEALTH PHARMACY, 23 Feb from 3.15pm - 3.20pm\n488 Great South Road, Auckland\n- Casual Contacts. Monitor your health for the next 14 days. If you begin to feel unwell or develop any COVID-19 symptoms, contact Healthline'",False,Mon Mar 01 05:13:27 +0000 2021,3
4,Twitter Web App,b'#CubaPorLaSalud \xf0\x9f\x87\xa8\xf0\x9f\x87\xba El @DrDuranGarcia inicia la conferencia de prensa del @MINSAPCuba lamentando el fallecimiento de cuatro pacientes producto de la #COVID19. Nuestras condolencias a familiares y amigos. @pipamediaslarga @lenybs @chamberohoy @RosabalCaridad @radio_cubana https://t.co/dFuFcsLIjN',False,Tue Mar 02 14:04:47 +0000 2021,2
0,Twitter for iPhone,"b'@CityAM It doesn\xe2\x80\x99t need saving because we\xe2\x80\x99re going to flock to the beaches, parks, festivals &amp; anywhere else &amp; continue to live our lives which is our God given right, &amp; no Govt will stop us. They refuse to prove COVID-19 exists in the public domain because it doesn\xe2\x80\x99t. Where\xe2\x80\x99s flu gone?'",False,Wed Mar 03 12:28:40 +0000 2021,0
0,Twitter for iPhone,b'My parents are 62 and 57. Both have co-morbidities. Both have sheltered in place for 12 months because of @BrianKempGA inability to understand science or willful disregard for humanity and still don\xe2\x80\x99t know when they will get a vaccine. #MisssingMyMom #COVID19 #Worried https://t.co/as8g5VbJdu',False,Wed Mar 03 18:47:06 +0000 2021,0
6,Twitter Web App,"b""In 24 days abortion kills more babies than Covid-19 killed people in total since it's inception late 2018 if you trust the numbers from the WHO\n\nAnd I think most of us do not trust the numbers......""",False,Sat Mar 06 18:53:37 +0000 2021,1
2,BLOX CMS,b'Gov. Andy Beshear - Daily Media Briefing 03.04.21 https://t.co/FdO4VcyXCL',False,Thu Mar 04 21:00:07 +0000 2021,0
6,Echobox,b'Coronavirus en la Argentina: reportan 262 muertos y 7855 nuevos contagios https://t.co/IDG9FScYJR https://t.co/T83OlWBjbS',False,Wed Mar 03 22:37:59 +0000 2021,5
0,Twitter Web App,b'#COVID19Noticias EU AUTORIZA VACUNA DE Johnson&amp;Johnson/CANSINO: 2 MILLONES DE VACUNAS PARA M\xc3\x89XICO/ISRAEL VACUNAR\xc3\x81 PALESTINOS\n\n#VIDEO EN YOUTUBE: https://t.co/6nOHIDPknk\n\n#FelizLunes #Coronavirus #COVID19Vaccine \n@bbcmundo @El_Universal_Mx @SinEmbargoMX \n@IndyEspanol https://t.co/qkFr0VhiQW',False,Mon Mar 01 23:24:39 +0000 2021,0
0,Twitter for iPhone,b'95% efficacy rate of Pfizer and Moderna \xf0\x9f\x86\x9a 72% of J&amp;J are misleading.  Don\xe2\x80\x99t get bogged down by 2 numbers without sufficient context. https://t.co/QjFoSUCbVp',False,Fri Mar 05 11:27:19 +0000 2021,0
1,Twitter for Android,b'@TwitterSafety @TwitterSupport He even comes in contact with the elderly and was in a bar that had a Covid-19 outbreak in South Dakota https://t.co/kqDLfSxcPK',False,Wed Mar 03 01:52:28 +0000 2021,0
0,Twitter for iPhone,b'Former Education Minister Says Schools Are In Danger Of \xe2\x80\x9cMask Anarchy\xe2\x80\x9d Next Week Because Face Covering Guidance Is Advisory https://t.co/JJkGVTR9Uo',False,Wed Mar 03 07:24:49 +0000 2021,0
1,Microsoft Power Platform,b'Venezuela ya pasa los 140 mil casos de Covid-19 tras sumar 449 contagios https://t.co/ZKlQ4muI4x',False,Thu Mar 04 03:22:29 +0000 2021,0
6,Twitter for iPhone,b'Y hasta ahora sigo creyendo que he tenido bastante suerte al respecto. https://t.co/I2HInB3YVa',False,Sat Mar 06 16:48:44 +0000 2021,1
0,Twitter Web App,"b""L'eau chaude brule t'elle ? Risque que t'on une electrocution si on met ses doigts dans une prise ? https://t.co/Hl7sN6vgPA https://t.co/nZX6qgLEsY""",False,Wed Mar 03 06:50:07 +0000 2021,0
0,dlvr.it,b'States Drop COVID-19 Mask Mandates But Still Urge People to Wear Them https://t.co/iDwpY5W3XX https://t.co/M6OaT2et3o',False,Sun Mar 07 20:00:33 +0000 2021,0
0,Twitter for iPhone,b'Coronavirus. La Californie va r\xc3\xa9server 40\xc2\xa0% de ses vaccins aux plus d\xc3\xa9favoris\xc3\xa9s \xf0\x9f\xa6\xa0 https://t.co/qrt8sSlC62',False,Fri Mar 05 01:26:38 +0000 2021,0
1,Twitter Web App,b'Whistleblower Video Exposes Dementia Patients Forcefully Vaccinated In Nursing Home - 8 Dead\nhttps://t.co/LkCGtNr9la\n\n #covid19 #covid19vaccines #medicaltyranny #terrorism #notomandatoryvaccines',False,Sun Mar 07 23:53:14 +0000 2021,1
2,Twitter Web App,b'Adults between 60 and 79 could get the COVID-19 vaccine as early as April as the province gets ready to enter into Phase Two of its #COVID19 vaccination rollout. @fordnation @normmillerpc @celliottability @NBPSDHealthUnit @WestParry #ParrySound #NorthBay\n\nhttps://t.co/DA04cZX1oy https://t.co/ATG2qihzXU',False,Sat Mar 06 12:37:14 +0000 2021,3
4,Twitter Web App,"b""Duterte: As we move forward, I am directing all gov't agencies to actively institutionalize and sustain a whole of gov't approach in addressing our country's Covid-19 situation. | @azereraser_PNA""",False,Thu Mar 04 14:03:18 +0000 2021,0
3,Hootsuite Inc.,b'PIH Health COVID-19 Dashboard \xe2\x80\x93 Daily Community Update. https://t.co/5ojesvekDl',False,Mon Mar 01 22:15:06 +0000 2021,0
0,Twitter for iPhone,"b'@Breaking911 Burying the truth about Covid19, wielding apartment complexes shut and slave labor force for the win!'",False,Tue Mar 02 20:18:49 +0000 2021,0
0,Twitter for Android,"b'La parranda de irresponsables que tienen secuestrada a #Venezuela hoy dicen que ""extremar\xc3\xa1n medidas de aislamiento"" para evitar ""m\xc3\xa1s proliferaci\xc3\xb3n del #COVID19""\nSon los mismos que armaron conciertos pre electorales en diciembre, fiestas decembrinas, rumbas carnestolendas, etc. https://t.co/D1Ic1w9Jbc'",False,Sun Mar 07 18:12:01 +0000 2021,0
1,Twitter Web App,"b""Plus qu'\xc3\xa0 choper le covid, donc ... https://t.co/vdlnoYXQXt""",False,Mon Mar 01 14:51:58 +0000 2021,0
0,Twitter for iPhone,b'Je pleure \xf0\x9f\x98\xad\xf0\x9f\x98\xad heureuse https://t.co/WRzBBNtMc1',False,Wed Mar 03 18:55:39 +0000 2021,0
1,Hootsuite Inc.,"b'Cerca de 100 perros y gatos mascotas contrajeron el #COVID19 en los Estados Unidos, mayormente despu\xc3\xa9s del contacto cercano con una persona que lo ten\xc3\xada. Protege a tus mascotas evitando el contacto con ellas cuando est\xc3\xa9s enfermo. Inf\xc3\xb3rmate m\xc3\xa1s:\nhttps://t.co/ec6DiDojFK https://t.co/QaMzUYnyGj'",False,Sat Mar 06 00:40:02 +0000 2021,1
10,Twitter for Android,"b'D oga kpatapata of them all for 9ja @MBuhari and him vice @ProfOsinbajo don run odeshi with the #COVID19 vaccines when Dem give them today.\nOur big men deh lead by example,make we follow protect ourselves and our loved ones make Covid19 no run us street\n@calabargist_ @Tev_Media1 https://t.co/8gXUUEqUIM'",False,Sat Mar 06 12:26:47 +0000 2021,2
68,Twitter Web App,"b'Many will make it home from our hospitals. Others will not, &amp; their families will be added to the ranks of those who know too well the toll of this pandemic.\n\nWe\xe2\x80\x99re exactly one week away from the commemoration of our first #COVID19-related death, &amp; we\xe2\x80\x99ve now lost a 23,449 lives. https://t.co/ZRh7IjjJBE'",False,Wed Mar 03 18:10:42 +0000 2021,19
4,Twitter Web App,"b""Not that @OconeeCoSchools has ever considered testing...they've never considered a mask mandate, even though parents have asked for one. Yes kids transmit #COVID19. https://t.co/UUsu0q9XLd""",False,Fri Mar 05 03:24:17 +0000 2021,0
3,Twitter Web App,"b'@joeyboyuk @ChristieGraeme @BritishAlba @johnjohn402 @LloydST7 @DesmondSwayne 173 deaths, 37 cerebrovascular accidents, 1 brain stem infarction, 6 cerebral haemorrhages, 8 ischaemic strokes, 2 subarachnoid strokes, 37 with brain damage, 98 with facial paralysis . . .\n\nBut the COVID \'vaccine\' is ""safe"", right? \n\n\xf0\x9f\x91\x89\xf0\x9f\xa4\xaa\xf0\x9f\x91\x88\n\nhttps://t.co/w5YVSgafsO https://t.co/wiCIILhYWE'",False,Thu Mar 04 15:06:57 +0000 2021,0
0,Twitter Web App,b'Islamic Community Puts COVID19 &amp; Vaccines Under the Microscope .\n\nThe global Islamic community is increasingly concerned as more evidence  emerges that the pandemic is premised on fake claims with little or no scientific proof.\n\nhttps://t.co/k6vv0OHkaB',False,Fri Mar 05 23:24:42 +0000 2021,0
0,Twitter Web App,"b""i'd sure love to see all these\n#antiMask #warriors\nput all this energy\ninto a cause that actually MATTERS\n\n#covid19 \n#greedyGreg  \n#bassAckwardAbbott \n#allAboutTheDollars\n#AbbottFailedTexas \n#covidsNotDoneWithUsYet""",False,Tue Mar 02 22:00:59 +0000 2021,0
1,Twitter for Android,b'Barbados PM thanks PM Modi for supply of made-in-India COVID-19 vaccines\n#OurVaccineOurPride',False,Sun Mar 07 02:57:04 +0000 2021,1
0,Twitter for iPhone,b'Lmfaooooo omg https://t.co/3svAhxU3Jl',False,Tue Mar 02 20:47:36 +0000 2021,0
0,Twitter for iPhone,b'7000 cuomo did nothing  https://t.co/BovnsI9mgM',False,Tue Mar 02 21:29:53 +0000 2021,0
1,Twitter Web App,"b'Finally some good news -- keep testing, wearing masks, and following the rules Florida! https://t.co/gJYY7Kds00'",False,Tue Mar 02 00:17:42 +0000 2021,0
0,dlvr.it,b'Senate nearly half way done with reading 628-page COVID-19 bill https://t.co/mj1XfAg117 https://t.co/dE6OANUqm2',False,Fri Mar 05 04:15:11 +0000 2021,0
4867,TweetDeck,b'YouTube remove v\xc3\xaddeo da deputada Bia Kicis por desinformar sobre covid-19 (via @EstadaoPolitica) https://t.co/pBpjI7WzQC',False,Sat Mar 06 18:15:00 +0000 2021,536
0,SocialNewsDesk,"b""The Virginia Tech men's basketball team had to cancel another game because of COVID-19 issues Wednesday. Tech fans must now hold their breath and hope that the Hokies can play in next week's ACC Tournament. https://t.co/3qZwv8Z07m""",False,Wed Mar 03 21:52:08 +0000 2021,1
0,Agencia La Provincia app,b'Otras 10 personas murieron y 2.922 fueron diagnosticadas con coronavirus en el pa\xc3\xads https://t.co/tBTbLxSvx8 v\xc3\xada @laprovinciabsas',False,Sun Mar 07 23:45:03 +0000 2021,0
0,SocialFlow,b'Custer County lifts all COVID-19 restrictions in defiance of Colorado\xe2\x80\x99s public health rules https://t.co/rR8XPTF0FF',False,Fri Mar 05 17:55:11 +0000 2021,0
0,Twitter Web App,"b'After fighting two deadly Covid waves, #France fails to keep the contagion level low, giving new variants chances to spread. NOW a quick, resolute strategy change is even more necessary. Don\xc2\xb4t wait!\n\n#CoronaStrategy #fakenewskills #coronavirus \n#omniaptconsulting #andrediurechia https://t.co/uSQ1WmX8Ip'",False,Wed Mar 03 03:35:05 +0000 2021,0
0,Twitter Web App,b'@realannapaulina Check out the latest info on Ivermectin.  https://t.co/SXwXZ1fK16.  You Decide! A real covid-19 virus killer!!  An end to this plandemic.',False,Wed Mar 03 04:12:24 +0000 2021,0
11,Twitter Web App,b'#PSG Moise Kean positif au Covid-19 et forfait \xc3\xa0 Bordeaux https://t.co/aBAXQz3JEA',False,Wed Mar 03 15:42:24 +0000 2021,4
0,Twitter Web App,"b'While acknowledging that days are getting longer and global vaccine efforts are thriving, it won\xe2\x80\x99t all be plain sailing as economies attempt to stabilise, countries begin dealing with debts caused by COVID-19 and the threat of rising inflation looms.\n\nhttps://t.co/Ma2sYw4jKH'",False,Mon Mar 01 17:21:28 +0000 2021,0
3,Twitter Web App,b'@JamieMetzl @Bloomberg where did #COVID19 (better called #CCPVirus ) come from?\nYou can know from here:\nhttps://t.co/mdV0N94QPw',False,Fri Mar 05 12:25:11 +0000 2021,2
0,WordPress.com,b'FG Earmarks N10.6bn To Transport COVID-19 Vaccines\xc2\xa0Nationwide https://t.co/elKgj5JYiK',False,Sun Mar 07 00:05:36 +0000 2021,0
0,dlvr.it,"b'Cloud-Based Time Series Database Market Size And Forecast (2020-2026)| With Post Impact Of Covid-19 By Top Leading Players- Alibaba, Amazon (AWS), AVEVA, Axibase, BangDB, Circonus, Cortex, Crate, DataStax \xe2\x80\x93 NeighborWebSJ - NeighborWebSJ https://t.co/TAeOYppqBZ'",False,Sat Mar 06 12:37:32 +0000 2021,0
0,Twitter for iPhone,"b'Ok, imaginez \xc3\xa7a en France..!\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/vF9SAOSt1Z'",False,Thu Mar 04 19:09:58 +0000 2021,0
0,Better Boulder News,"b'""Fired COVID-19 incident commander alleges internal strife during Boulder County\xe2\x80\x99s early pandemic response"" via @dailycamera #boulder https://t.co/LVvGN0CnsA'",False,Fri Mar 05 17:48:18 +0000 2021,0
0,Twitter for iPad,b'@AsaHutchinson says he opposes the COVID-19 relief bill because it short changes the state since it\xe2\x80\x99s based on unemployment not population.  \xf0\x9f\xa7\x90 Neanderthal?',False,Thu Mar 04 20:50:10 +0000 2021,0
4,Hootsuite Inc.,b'Estos son los 16 hospitales en los que se vacunar\xc3\xa1 contra el Covid-19 en Nicaragua. https://t.co/fJK5iemlKu',False,Fri Mar 05 17:02:34 +0000 2021,2
0,Twitter for Android,"b'@jmschumey ""FDA grants emergency use authorization for Johnson &amp; Johnson\'s COVID-19 vaccine""\n(Meron na ba tayong supply agreement and purchase order?) https://t.co/8GmPmHvVgC'",False,Tue Mar 02 05:19:37 +0000 2021,0
0,Twitter for iPhone,b'\xf0\x9f\x8c\xa7 taxpayer dollars. #stimuluspackage #CovidReliefBill #GodBlessAmerica https://t.co/LIwOTXT5K8 https://t.co/58cD0UgDzj',False,Sat Mar 06 17:49:23 +0000 2021,0
0,Trading Economics,b'Slovenia Coronavirus Recovered at 12190 Persons https://t.co/92q5u3Mr2j https://t.co/wLDjEDijOO',False,Tue Mar 02 18:37:19 +0000 2021,0
0,Twitter Web App,b'COVID-19 Variants Are Being Used To Let Corporations Off The Hook https://t.co/682UmclNL6 via @readpassage',False,Mon Mar 01 06:52:37 +0000 2021,0
1,Twitter Web App,b'@jamiegreeneUK Any comment? https://t.co/N0DHXWfrQ4',False,Fri Mar 05 18:35:04 +0000 2021,0
0,Twitter Web App,b'\xc2\xa1Impactante! Los esc\xc3\xa1ndalos en Latinoam\xc3\xa9rica con las vacunas del COVID-19\nhttps://t.co/K6cTIJUCr5',False,Thu Mar 04 20:23:49 +0000 2021,0
0,Twitter for iPhone,b'AND THATS ON WHAT!!!!!? https://t.co/nXzbtXghfS',False,Fri Mar 05 00:55:27 +0000 2021,0
1,Microsoft Power Platform,b'A Systematic Review of 571 Pregnancies Affected by COVID-19 #NeoPapers https://t.co/TzbWb9cZd0',False,Sun Mar 07 02:40:19 +0000 2021,2
1,Twitter for iPhone,b'mais o pire on vie notre vie avc comme la grippe puis merde j\xe2\x80\x99en ai marre https://t.co/ha1s6P4Ph9',False,Tue Mar 02 12:05:41 +0000 2021,0
3,Sprout Social,"b""Tune in March 4 at 4pm CET to @GARDP_AMR's webinar to learn how #COVID19 has exacerbated the global #AntibioticResistance crisis, and how lessons from the pandemic can be applied to #AMR preparedness. https://t.co/zCtNl9Iu19""",False,Wed Mar 03 15:00:13 +0000 2021,0
1,Twitter Web App,"b""It's time to demand that the Florida legislature passes Medicaid expansion. https://t.co/8oIgNqbiMv""",False,Sun Mar 07 16:01:15 +0000 2021,0
0,Twitter for iPhone,"b'Definition of refugee:\xe2\x80\x9da person who has been forced to leave their country in order to escape war, persecution, or natural disaster.\xe2\x80\x9d\nThose 8.7 million include the children grandchildren and great grandchildren of the actual refugees. I doubt there are 8.7 million above age of 75 https://t.co/UPjp8qKNgO'",False,Mon Mar 01 18:11:53 +0000 2021,0
0,Gain Platform,"b""Team Rehab's Lung Strong Program is designed to help patients regain respiratory function. \n\nVisit https://t.co/atH7VMPJsk, or contact your local Team Rehab clinic, today to learn how this program can help you with your recovery. #COVID19 #Recovery https://t.co/F7CJIYYCiS""",False,Thu Mar 04 13:01:39 +0000 2021,1
0,Twitter for iPhone,b'People have always died from respiratory flu. https://t.co/2QFRKTchjV',False,Wed Mar 03 01:02:47 +0000 2021,1
2,Blog2Social APP,"b'New Delhi: India recorded 18,711 fresh cases of Novel Coronavirus (COVID-19) infections in the last 24 hours, the Union Health Ministry said on Sunday.\n\nThis is the highest daily tally the country saw in 59 days.\n\nhttps://t.co/OmYmYm1r8l https://t.co/jUZrz9aXzL'",False,Sun Mar 07 07:41:14 +0000 2021,1
0,Twitter Web App,b'@NIHDirector Thank you my friend. You are a great leader! https://t.co/eVN2HPpP4e',False,Wed Mar 03 03:05:33 +0000 2021,0
0,Twitter for iPhone,b'but of course https://t.co/AbzvdpYUNY',False,Fri Mar 05 00:27:01 +0000 2021,0
1,Twitter for Android,"b""i'm going to be able to pick out the anti maskers from the crowd at my job this week\ni hate it here so much https://t.co/kAqfVlc3jA""",False,Tue Mar 02 23:05:37 +0000 2021,0
0,Twitter for iPhone,"b""@nytimes Why don't you demand responsibility to for Coronavirus from the country of the first outbreak, People's Republic of China?""",False,Sun Mar 07 20:35:46 +0000 2021,0
0,Twitter for iPhone,b'\xe2\x9d\x8cCOVID   #P1 https://t.co/BDxlJX9Yii',False,Sat Mar 06 14:48:55 +0000 2021,1
0,Twitter for iPhone,b'Beautiful https://t.co/ACrU3KKwAb',False,Tue Mar 02 19:27:21 +0000 2021,0
0,Twitter Web App,b'ANDO POR AHI https://t.co/6gQ7LAyUFy',False,Sun Mar 07 10:33:27 +0000 2021,0
0,Twitter for iPhone,b'More than 80 per cent of COVID-19 cases are caused by community exposures: StatCan - CTV News https://t.co/S6uV5qvjKz',False,Fri Mar 05 04:43:56 +0000 2021,0
0,Twitter for Android,"b""I don't know when was the last time I observed lent, even pre-covid19, I wasn't about that life.""",False,Tue Mar 02 13:03:06 +0000 2021,0
0,Twitter Web App,b'#ULTIMAHORA\n\nM\xc3\xa9xico rebasa 187 mil decesos por Covid-19\n\n | Enfoque Noticias https://t.co/nN7MQ0oKoy https://t.co/KKVHUx0Gew',False,Wed Mar 03 01:10:08 +0000 2021,1
0,Twitter for Android,b'Pandemic projects: Making personal sanitary hygiene products to help reduce period poverty in Guatemala\n#pandemicproject #COVID19 \n#daysforgirls #guatemala \nhttps://t.co/cqMRLePFnt',False,Thu Mar 04 17:52:57 +0000 2021,1
3,TweetDeck,"b'Reino Unido: detectan la variante brasile\xc3\xb1a del coronavirus, pero el Gobierno mantiene la reapertura\nhttps://t.co/UOTvcw9LAV'",False,Mon Mar 01 19:20:00 +0000 2021,0
1,Twitter for iPhone,b'Americans are being made to wear masks; our children can\xe2\x80\x99t go to school; and Governors are criticized if they open their state for business.\nBut the @POTUS administration is allowing thousands of illegals to flood into our Country and not even testing them for COVID!\nOUTRAGEOUS! https://t.co/WbtdKr7UwW',False,Wed Mar 03 02:04:20 +0000 2021,1
0,IFTTT,"b'The latest numbers on COVID-19 in Canada for Saturday, March 6, 2020. https://t.co/eurCYm1pmM'",False,Sun Mar 07 08:24:19 +0000 2021,0
1,Twitter for iPhone,"b'@nytimes Screw that noise. Mandate or not , people will step 6 ft away from me and have a mask on near me.  This  is reckless of Texas. #WearAMask  #Reckless #COVID19'",False,Wed Mar 03 01:03:05 +0000 2021,0
1,Twitter for Android,"b'(Health) Three new cases of COVID-19 are being reported in Nova Scotia today, March 4.\n\xe2\x80\x8b\nThe cases are in Central Zone. Two are close contacts of previously reported cases and the other case is under investigation\n\n** Release: https://t.co/4HEPMg0uiq https://t.co/6Q5fIL4t2s'",False,Thu Mar 04 15:55:23 +0000 2021,2
2,Twitter for iPhone,b'Michigan needs to have the same investigation https://t.co/JjgvS9LGwB',False,Sat Mar 06 16:36:45 +0000 2021,0
0,WordPress.com,b'En Caldas se registraron 32 nuevos casos de\xc2\xa0Covid-19 https://t.co/16buuGCdSQ',False,Tue Mar 02 00:40:37 +0000 2021,0
0,Twitter for iPhone,"b'Everyone that visited Facebook Twitter and Instagram, y\xe2\x80\x99all got the dose #coronavirus'",False,Sat Mar 06 12:54:15 +0000 2021,0
5,Twitter Web App,b'Day 1: S/O to Rodelia Pedro Villar \xf0\x9f\x91\x8f who has launched a series of webinars to help her fellow migrant #domesticworkers cope with Covid19 in an environment where finding resources \xe2\x80\x93 let alone accessing them \xe2\x80\x93 can be difficult (via @ARaquelCarvalho)  https://t.co/Uaowu7nGX6',False,Mon Mar 01 06:47:25 +0000 2021,1
0,Twitter Web App,"b'I do worry these ""vaccine passports"" will create divison, discrimination and more concerning, drive an even bigger gap between developed and less developed nations. We do not want a QR code to become a modern day yellow star. Equality and equal opportunity must prevail. https://t.co/mVDbTSpFAL'",False,Mon Mar 01 14:08:57 +0000 2021,0
20,Twitter for iPad,b'#MillionsMissing Please help advocate so that the millions (incl. my beloved daughter) living with the cruel illness  #MyagicEncephalomyelitis #MECFS are not forgotten in the push to understand #LongCovid. They have already been neglected too long. https://t.co/I3jeZoWpUU https://t.co/YJJ0PaNSKb',False,Mon Mar 01 15:18:33 +0000 2021,6
2,Twitter for iPhone,b'Cc @DonnellyStephen. You know what you have to do. https://t.co/HjSFKu8iBv',False,Tue Mar 02 20:42:51 +0000 2021,0
0,Twitter Web App,"b'All that @MuhyiddinYassin needs to do to end the impasse, the politicking and the uncertainty, which is compounding the coronavirus-hit economy, is allow his fate to be decided in @MYParlimen \n\nIt is the most legal, moral and logical way of deciding the nation\xe2\x80\x99s leadership once..'",False,Fri Mar 05 11:15:57 +0000 2021,0
1,Twitter for iPhone,"b'@marcorubio Dude! This is not your job! Quote the constitution! If you want to be a preacher, I\xe2\x80\x99m sure there\xe2\x80\x99s a church that needs to replace theirs due to covid19'",False,Thu Mar 04 15:03:17 +0000 2021,0
0,dlvr.it,b'Dalai Lama recibe 1ra dosis de vacuna contra el coronavirus https://t.co/QYfhSHtbMN https://t.co/hdXCQBO9QJ',False,Sun Mar 07 16:05:33 +0000 2021,0
0,Criterio Online,b'Salud descarta dar una sola dosis de la Sputnik V a quienes tuvieron coronavirus - https://t.co/VAbygV1m1d https://t.co/iAaw8NeBNF',False,Fri Mar 05 06:53:39 +0000 2021,0
0,Twitter Web App,"b""Either there's a virus or there isn't one, but you can't lock down cities and open the borders. Pick a lane. https://t.co/3TNOcStLM2""",False,Wed Mar 03 06:26:18 +0000 2021,0
0,Twitter Web App,"b""It isn't enough for him that people died during the lethal storm with week-long power outages and no water. He's going to up the numbers. https://t.co/gCNFFq4bId""",False,Wed Mar 03 01:01:22 +0000 2021,0
0,SocialFlow,"b""Friday marks the year anniversary of the confirmation of the first coronavirus case in Pennsylvania. The state's come a long way since then. https://t.co/L97wRgC4Cy""",False,Sat Mar 06 15:09:34 +0000 2021,0
0,Twitter Web App,"b""@cringepolitik You know what? I'm cool with this.\n\nI want to see if Republican Texans and its shitty politicians will start to give a shit once their hospitals are flooded and new strains of Covid-19 emerge.""",False,Wed Mar 03 07:48:02 +0000 2021,0
2,Twitter for Android,"b'Oooh!  Recib\xc3\xad una invitaci\xc3\xb3n por recibir la vacuna. Ya no es un idea. Es real. Estoy un poco nerviosa, realmente. Espero que no tengo un mal reacci\xc3\xb3n. Aqu\xc3\xad vamos. Dedos cruzados.(ma\xc3\xb1ana 2/3/21)\n#Covid19 \n(Psst @Rafaelrvv81 toma mi mano) https://t.co/ri3qzsG3wT'",False,Mon Mar 01 21:05:27 +0000 2021,0
4,Twitter for Android,"b'Higia Andariego, una herramienta que organiza mejor el enfrentamiento a la #COVID19 en Ciego de \xc3\x81vila https://t.co/Gh4Fetnhm7 Via @Granma_Digita https://t.co/Gh4Fetnhm7'",False,Mon Mar 01 13:33:10 +0000 2021,1
3,Twitter Ads,b'Pacientes que estaban en hotel hospital en David ser\xc3\xa1n trasladados a nuevas instalaciones. Detalles con @samudiocruz en https://t.co/lJjNERG2Yn #NoticiasTVN #COVID19 https://t.co/J5eOarqbLO',False,Wed Mar 03 18:26:26 +0000 2021,2
7,Twitter for iPad,b'ERS short guidelines on COVID-19 management https://t.co/mBFPdMeSDR',False,Thu Mar 04 16:25:05 +0000 2021,4
1,Twitter for iPhone,b'Non mais vraiment le sens des priorit\xc3\xa9s de ce gouvernement me fume. Un clip va arr\xc3\xaater le Covid mais ptdrrrr sauter de la Tour Eiffel le gouvernement https://t.co/YfLcSUAqjN',False,Sat Mar 06 15:39:19 +0000 2021,0
0,Twitter Web App,b'\xf0\x9f\x97\x9e\xef\xb8\x8f#Noticias | \xf0\x9f\x87\xa6\xf0\x9f\x87\xb7#ElPa\xc3\xads #COVID19\n\n\xf0\x9f\xa6\xa0 Coronavirus: Argentina registr\xc3\xb3 7.891 nuevos contagios en las \xc3\xbaltimas 24 horas\n\n\xe2\x9c\x8d\xef\xb8\x8f https://t.co/fj4yhdAwKg https://t.co/x4bq30RcSC',False,Fri Mar 05 22:41:28 +0000 2021,0
0,Twitter Web App,"b'COVID-19 vaccine eligibility in Florida expanded to include the ""extremely vulnerable.""\n\nhttps://t.co/E0l84mtIND'",False,Mon Mar 01 20:32:18 +0000 2021,1
0,Hootsuite Inc.,"b'Cada semana, el costo por Covid-19 se encarece a un ritmo de 50 mdd: aseguradoras   https://t.co/F5OG5nDEtR'",False,Tue Mar 02 23:30:11 +0000 2021,0
0,Twitter Web App,"b""Covid new strain symptoms warning: The three most common signs of coronavirus infection https://t.co/obDuJHhHWj do youself a favour don't pa ant attention to scaremongering""",False,Sat Mar 06 19:42:02 +0000 2021,0
0,SocialNewsDesk,b'State Police break up large off-campus party near UConn; residents cited for COVID violations. https://t.co/MtTam8PEk6',False,Sun Mar 07 19:40:25 +0000 2021,1
1,WordPress.com,b'RM/CWU Joint Statement for Additional Volumes Covid-19 Delivery of T24 Test https://t.co/cTfrOPFzPq',False,Thu Mar 04 08:15:32 +0000 2021,0
